epoch,lr,loss,iou,val_loss,val_iou,val_epoch
0,0.001,1.0337334370071238,0.10578938506429762,,,
1,0.001,0.9482358707623049,0.2502718464243458,,,
2,0.001,0.8805296502330087,0.32454289641292616,,,
3,0.001,0.8355471261522986,0.34664813633968045,,,
4,0.001,0.7992820672013543,0.3645097981030662,,,
5,0.001,0.7651334824887189,0.383104637972011,,,
6,0.001,0.7511957843195308,0.3818901159534465,,,
7,0.001,0.7275341261516918,0.39758337203468136,,,
8,0.001,0.7152810001915152,0.40026784704856966,,,
9,0.001,0.7001892897215757,0.40215616759373557,0.6679229009151458,0.4188822395091708,9.0
10,0.001,0.6941009516065771,0.4083210082188487,0.6679229009151458,0.4188822395091708,9.0
11,0.001,0.6730989475141872,0.42720683634517137,0.6679229009151458,0.4188822395091708,9.0
12,0.001,0.6728138639168306,0.4245489072223525,0.6679229009151458,0.4188822395091708,9.0
13,0.001,0.6670933392914858,0.41890820479937707,0.6679229009151458,0.4188822395091708,9.0
14,0.001,0.6494600637392565,0.4345922974916804,0.6679229009151458,0.4188822395091708,9.0
15,0.001,0.6446162475781008,0.4371885948276776,0.6679229009151458,0.4188822395091708,9.0
16,0.001,0.631582027131861,0.4464307980590899,0.6679229009151458,0.4188822395091708,9.0
17,0.001,0.6322484944354404,0.44657934819290057,0.6679229009151458,0.4188822395091708,9.0
18,0.001,0.6004239645871249,0.46736317185352716,0.6679229009151458,0.4188822395091708,9.0
19,0.001,0.5992543778636239,0.46409786495220634,0.5716275012493134,0.48758797192077447,19.0
20,0.001,0.5903270820325072,0.47511730996455254,0.5716275012493134,0.48758797192077447,19.0
21,0.001,0.5810864913192663,0.47882630426716094,0.5716275012493134,0.48758797192077447,19.0
22,0.001,0.5634645453908227,0.4958492922969053,0.5716275012493134,0.48758797192077447,19.0
23,0.001,0.5560299415480007,0.49784873468983737,0.5716275012493134,0.48758797192077447,19.0
24,0.001,0.5536492026664994,0.5004345856034126,0.5716275012493134,0.48758797192077447,19.0
25,0.001,0.5387077006426725,0.5088940785586397,0.5716275012493134,0.48758797192077447,19.0
26,0.001,0.5278464047746225,0.5200608669001849,0.5716275012493134,0.48758797192077447,19.0
27,0.001,0.5177078694105148,0.5321536911459881,0.5716275012493134,0.48758797192077447,19.0
28,0.001,0.5060242698951201,0.53808310660186,0.5716275012493134,0.48758797192077447,19.0
29,0.001,0.5047270980748263,0.5345377938803807,0.5214024758338929,0.5579006030817301,29.0
30,0.001,0.4956377006389878,0.5389453563608394,0.5214024758338929,0.5579006030817301,29.0
31,0.001,0.4819677099585533,0.5521488491021292,0.5214024758338929,0.5579006030817301,29.0
32,0.001,0.4801670936020938,0.5546265621082825,0.5214024758338929,0.5579006030817301,29.0
33,0.001,0.47564858807758853,0.5574534713944058,0.5214024758338929,0.5579006030817301,29.0
34,0.001,0.4739290807734836,0.5602715784054166,0.5214024758338929,0.5579006030817301,29.0
35,0.001,0.468412154100158,0.5677753891571545,0.5214024758338929,0.5579006030817301,29.0
36,0.001,0.463914346288551,0.5654123211416424,0.5214024758338929,0.5579006030817301,29.0
37,0.001,0.4524144191633571,0.5749477461443367,0.5214024758338929,0.5579006030817301,29.0
38,0.001,0.4508811560544101,0.5741876898082835,0.5214024758338929,0.5579006030817301,29.0
39,0.001,0.4429236264391379,0.5833942120370829,0.440942685008049,0.5805927378634298,39.0
40,0.001,0.44686818664724176,0.5798291558387438,0.440942685008049,0.5805927378634298,39.0
41,0.001,0.4315508028323,0.5865720712024828,0.440942685008049,0.5805927378634298,39.0
42,0.001,0.42632695084268396,0.588549053859013,0.440942685008049,0.5805927378634298,39.0
43,0.001,0.4262192208658565,0.5926900915025636,0.440942685008049,0.5805927378634298,39.0
44,0.001,0.4138828278942542,0.6064152949591296,0.440942685008049,0.5805927378634298,39.0
45,0.001,0.41781624812971463,0.596582972405287,0.440942685008049,0.5805927378634298,39.0
46,0.001,0.4122678657824343,0.6064766673811888,0.440942685008049,0.5805927378634298,39.0
47,0.001,0.4249361990527673,0.5917641503270623,0.440942685008049,0.5805927378634298,39.0
48,0.001,0.4193406816233288,0.6019689894439624,0.440942685008049,0.5805927378634298,39.0
49,0.001,0.4027722748843106,0.608056987995212,0.38088511526584623,0.6608306529081953,49.0
50,0.001,0.40325970405882056,0.618350819978966,0.38088511526584623,0.6608306529081953,49.0
51,0.001,0.39797545359893277,0.613574373315669,0.38088511526584623,0.6608306529081953,49.0
52,0.001,0.3959509313783862,0.6174627354369994,0.38088511526584623,0.6608306529081953,49.0
53,0.001,0.38457396965135227,0.6287531009735611,0.38088511526584623,0.6608306529081953,49.0
54,0.001,0.3901874578811906,0.6276829892702498,0.38088511526584623,0.6608306529081953,49.0
55,0.001,0.3911058191548694,0.6189336229831395,0.38088511526584623,0.6608306529081953,49.0
56,0.001,0.3754255392334678,0.630844233741156,0.38088511526584623,0.6608306529081953,49.0
57,0.001,0.376371888613159,0.6359294038606327,0.38088511526584623,0.6608306529081953,49.0
58,0.001,0.3869519768790765,0.6209456054209882,0.38088511526584623,0.6608306529081953,49.0
59,0.001,0.37120771408081055,0.6307755316255492,0.36614175260066983,0.6608907099769762,59.0
60,0.001,0.37040950053117494,0.6408612296924293,0.36614175260066983,0.6608907099769762,59.0
61,0.001,0.366148385473273,0.6403870216035956,0.36614175260066983,0.6608907099769762,59.0
62,0.001,0.36627881770784204,0.6448852891390349,0.36614175260066983,0.6608907099769762,59.0
63,0.001,0.36216308853842993,0.6392871978310217,0.36614175260066983,0.6608907099769762,59.0
64,0.001,0.3592414530840787,0.6467776136186817,0.36614175260066983,0.6608907099769762,59.0
65,0.001,0.36285730790008197,0.6394809090846861,0.36614175260066983,0.6608907099769762,59.0
66,0.001,0.3554017835042693,0.6442396848505411,0.36614175260066983,0.6608907099769762,59.0
67,0.001,0.35348461094227707,0.6475922236954643,0.36614175260066983,0.6608907099769762,59.0
68,0.001,0.3588638386943124,0.647131936538213,0.36614175260066983,0.6608907099769762,59.0
69,0.001,0.346540860154412,0.6605281284473372,0.34181591153144836,0.6775191921242941,69.0
70,0.001,0.34657227010889485,0.6576083917858251,0.34181591153144836,0.6775191921242941,69.0
71,0.001,0.3420339629731395,0.6597046896861726,0.34181591153144836,0.6775191921242941,69.0
72,0.001,0.34683705459941516,0.6603811219568764,0.34181591153144836,0.6775191921242941,69.0
73,0.001,0.3550319810482589,0.6462830330218494,0.34181591153144836,0.6775191921242941,69.0
74,0.001,0.33769122612747277,0.6651186626555159,0.34181591153144836,0.6775191921242941,69.0
75,0.001,0.34338400783863937,0.6581421787854137,0.34181591153144836,0.6775191921242941,69.0
76,0.001,0.3421245230869813,0.6621745080445628,0.34181591153144836,0.6775191921242941,69.0
77,0.001,0.33527892421592365,0.666721923993292,0.34181591153144836,0.6775191921242941,69.0
78,0.001,0.3319191668521274,0.6696465013141585,0.34181591153144836,0.6775191921242941,69.0
79,0.001,0.33100489662452176,0.6726013218970494,0.33505373775959013,0.6858948621268951,79.0
80,0.001,0.323188664899631,0.6800028600773916,0.33505373775959013,0.6858948621268951,79.0
81,0.001,0.3337261270393025,0.6709950567521843,0.33505373775959013,0.6858948621268951,79.0
82,0.001,0.3283344686708667,0.6730526213562529,0.33505373775959013,0.6858948621268951,79.0
83,0.001,0.3243669948794625,0.6815132663971896,0.33505373775959013,0.6858948621268951,79.0
84,0.001,0.32827524265105074,0.6741205492792817,0.33505373775959013,0.6858948621268951,79.0
85,0.001,0.3241713433103128,0.6708177396875566,0.33505373775959013,0.6858948621268951,79.0
86,0.001,0.3242887942628427,0.6721950875145954,0.33505373775959013,0.6858948621268951,79.0
87,0.001,0.3200559141961011,0.6864236874139704,0.33505373775959013,0.6858948621268951,79.0
88,0.001,0.32481541349129245,0.6730358161208493,0.33505373775959013,0.6858948621268951,79.0
89,0.001,0.314797563647682,0.6835876676296899,0.33863707959651945,0.6920048952931603,89.0
90,0.001,0.31443567607890477,0.686170720474481,0.33863707959651945,0.6920048952931603,89.0
91,0.001,0.3198134099895304,0.6812352978248163,0.33863707959651945,0.6920048952931603,89.0
92,0.001,0.3177441680295901,0.6787929227640931,0.33863707959651945,0.6920048952931603,89.0
93,0.001,0.3093442202291705,0.6907366949096324,0.33863707959651945,0.6920048952931603,89.0
94,0.001,0.3075755177573724,0.6898686330057923,0.33863707959651945,0.6920048952931603,89.0
95,0.001,0.31467918475920503,0.6820245168670818,0.33863707959651945,0.6920048952931603,89.0
