epoch,lr,loss,iou,val_loss,val_iou,val_epoch
0,0.001,1.0930602564053102,0.21703402863075907,,,
1,0.001,0.9643017541278492,0.32355337205102797,,,
2,0.001,0.8809643753550269,0.36196889765122064,,,
3,0.001,0.8261595165187662,0.37524168917790296,,,
4,0.001,0.7923851704055612,0.3842866438920815,,,
5,0.001,0.7632112543691288,0.3939906257317335,,,
6,0.001,0.7471547763455998,0.39059720971818734,,,
7,0.001,0.7228161977096037,0.4056642517130049,,,
8,0.001,0.7022818895903501,0.41517289199728785,,,
9,0.001,0.6960924592885104,0.41222709062447277,0.6322625303268432,0.47643052962098464,9.0
10,0.001,0.6687402088533748,0.4306232182520988,0.6322625303268432,0.47643052962098464,9.0
11,0.001,0.6682325588031248,0.42416106746946397,0.6322625303268432,0.47643052962098464,9.0
12,0.001,0.6467431133443658,0.4416063635003785,0.6322625303268432,0.47643052962098464,9.0
13,0.001,0.6398253264752302,0.45004525997926803,0.6322625303268432,0.47643052962098464,9.0
14,0.001,0.6237127943472429,0.46018230060970083,0.6322625303268432,0.47643052962098464,9.0
15,0.001,0.6183400601148605,0.46175404774025214,0.6322625303268432,0.47643052962098464,9.0
16,0.001,0.6059554774652828,0.4730761211661878,0.6322625303268432,0.47643052962098464,9.0
17,0.001,0.5902620499784296,0.4813971884856089,0.6322625303268432,0.47643052962098464,9.0
18,0.001,0.5712191266092387,0.49899724047794736,0.6322625303268432,0.47643052962098464,9.0
19,0.001,0.570448595691811,0.4937471213069056,0.5343585133552551,0.5432959980957099,19.0
20,0.001,0.5505567599426616,0.5095730525453986,0.5343585133552551,0.5432959980957099,19.0
21,0.001,0.5277609527111053,0.5244139525963969,0.5343585133552551,0.5432959980957099,19.0
22,0.001,0.5273031172427264,0.5246037587425617,0.5343585133552551,0.5432959980957099,19.0
23,0.001,0.5255938917398453,0.5204912322124515,0.5343585133552551,0.5432959980957099,19.0
24,0.001,0.5131079093976454,0.5325933776326751,0.5343585133552551,0.5432959980957099,19.0
25,0.001,0.49224734035405243,0.5483726674429802,0.5343585133552551,0.5432959980957099,19.0
26,0.001,0.4856078387661414,0.5515585901677224,0.5343585133552551,0.5432959980957099,19.0
